Author 1,Author 2,ID 1,ID 2,Affiliation 1,Affiliation 2,Year,DOI,EID,General Areas,Specific Areas,AUID 1,AUID 2
Francisco B. Elegado,Wilma A. Hurtada,6603327022,6506861678,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2017,nan,2-s2.0-85024118342,Food Science,AGRI,AUID-6603327022,AUID-6506861678
Francisco B. Elegado,Leoncio C. Raymundo,6603327022,6603137713,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2017,nan,2-s2.0-85024118342,Food Science,AGRI,AUID-6603327022,AUID-6603137713
Erlinda I. Dizon,Wilma A. Hurtada,24922655700,6506861678,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2017,nan,2-s2.0-85024118342,Food Science,AGRI,AUID-24922655700,AUID-6506861678
Erlinda I. Dizon,Leoncio C. Raymundo,24922655700,6603137713,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2017,nan,2-s2.0-85024118342,Food Science,AGRI,AUID-24922655700,AUID-6603137713
Wilma A. Hurtada,Leoncio C. Raymundo,6506861678,6603137713,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2017,nan,2-s2.0-85024118342,Food Science,AGRI,AUID-6506861678,AUID-6603137713
S. F. Abacan,Wilma A. Hurtada,57197820851,6506861678,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2017,nan,2-s2.0-85035045171,Food Science,AGRI,AUID-57197820851,AUID-6506861678
Divine Grace C. Domingo,Corazon Vc Barba,57194020871,7006409356,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2017,nan,2-s2.0-85018324034,Food Science; Nutrition and Dietetics,AGRI; NURS,AUID-57194020871,AUID-7006409356
Divine Grace C. Domingo,Ma Theresa M. Talavera,57194020871,56004790100,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2017,nan,2-s2.0-85018324034,Food Science; Nutrition and Dietetics,AGRI; NURS,AUID-57194020871,AUID-56004790100
Divine Grace C. Domingo,Lutgarda L. Tolentino,57194020871,8720200800,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2017,nan,2-s2.0-85018324034,Food Science; Nutrition and Dietetics,AGRI; NURS,AUID-57194020871,AUID-8720200800
Corazon Vc Barba,Ma Theresa M. Talavera,7006409356,56004790100,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2017,nan,2-s2.0-85018324034,Food Science; Nutrition and Dietetics,AGRI; NURS,AUID-7006409356,AUID-56004790100
Corazon Vc Barba,Lutgarda L. Tolentino,7006409356,8720200800,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2017,nan,2-s2.0-85018324034,Food Science; Nutrition and Dietetics,AGRI; NURS,AUID-7006409356,AUID-8720200800
Ma Theresa M. Talavera,Lutgarda L. Tolentino,56004790100,8720200800,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2017,nan,2-s2.0-85018324034,Food Science; Nutrition and Dietetics,AGRI; NURS,AUID-56004790100,AUID-8720200800
Pearl B. Sanchez,Rodrigo B. Badayos,12242224800,6508032202,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2017,nan,2-s2.0-85017180230,Agronomy and Crop Science,AGRI,AUID-12242224800,AUID-6508032202
Pearl B. Sanchez,Pompe C.Sta Cruz,12242224800,26433215000,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2017,nan,2-s2.0-85017180230,Agronomy and Crop Science,AGRI,AUID-12242224800,AUID-26433215000
Rodrigo B. Badayos,Pompe C.Sta Cruz,6508032202,26433215000,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2017,nan,2-s2.0-85017180230,Agronomy and Crop Science,AGRI,AUID-6508032202,AUID-26433215000
Jesalyn L. Constante,Jezie Alix Acorda,55454492200,6603229811,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2017,nan,2-s2.0-85019979513,Veterinary (all),VETE,AUID-55454492200,AUID-6603229811
Jesalyn L. Constante,Abraham G. Tandang,55454492200,56986502900,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2017,nan,2-s2.0-85019979513,Veterinary (all),VETE,AUID-55454492200,AUID-56986502900
Jesalyn L. Constante,Arville Mar Gregorio A. Pajas,55454492200,57190164079,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2017,nan,2-s2.0-85019979513,Veterinary (all),VETE,AUID-55454492200,AUID-57190164079
Jezie Alix Acorda,Abraham G. Tandang,6603229811,56986502900,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2017,nan,2-s2.0-85019979513,Veterinary (all),VETE,AUID-6603229811,AUID-56986502900
Jezie Alix Acorda,Arville Mar Gregorio A. Pajas,6603229811,57190164079,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2017,nan,2-s2.0-85019979513,Veterinary (all),VETE,AUID-6603229811,AUID-57190164079
Abraham G. Tandang,Arville Mar Gregorio A. Pajas,56986502900,57190164079,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2017,nan,2-s2.0-85019979513,Veterinary (all),VETE,AUID-56986502900,AUID-57190164079
Bryan Karl Anthony L. Rapal,Neil Stephen Lopez,57195993917,56770776600,De La Salle University,De La Salle University,2017,nan,2-s2.0-85030781698,Chemical Engineering (all),CENG,AUID-57195993917,AUID-56770776600
Melvin K. Cabatuan,Elmer P. Dadios,55515524400,6602629924,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-55515524400,AUID-6602629924
Melvin K. Cabatuan,Laurence Gan Lim,55515524400,56042497700,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-55515524400,AUID-56042497700
Melvin K. Cabatuan,Jose Santos R. Carandang VI,55515524400,6506715238,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-55515524400,AUID-6506715238
Melvin K. Cabatuan,Eric Camilo Punzalan,55515524400,57189091333,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-55515524400,AUID-57189091333
Melvin K. Cabatuan,Ma Luisa D. Enriquez,55515524400,22957010900,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-55515524400,AUID-22957010900
Melvin K. Cabatuan,Dennis S. Erasga,55515524400,36494107700,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-55515524400,AUID-36494107700
Melvin K. Cabatuan,Michael Bagui Ples,55515524400,55791389100,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-55515524400,AUID-55791389100
Melvin K. Cabatuan,Romeo Teruel,55515524400,57189090663,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-55515524400,AUID-57189090663
Melvin K. Cabatuan,Balintawak Sison-Gareza,55515524400,57189098333,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-55515524400,AUID-57189098333
Melvin K. Cabatuan,Ma Ellenita G. De Castro,55515524400,56572215100,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-55515524400,AUID-56572215100
Melvin K. Cabatuan,Julien L. Carandang,55515524400,56964328700,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-55515524400,AUID-56964328700
Elmer P. Dadios,Laurence Gan Lim,6602629924,56042497700,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-6602629924,AUID-56042497700
Elmer P. Dadios,Jose Santos R. Carandang VI,6602629924,6506715238,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-6602629924,AUID-6506715238
Elmer P. Dadios,Eric Camilo Punzalan,6602629924,57189091333,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-6602629924,AUID-57189091333
Elmer P. Dadios,Ma Luisa D. Enriquez,6602629924,22957010900,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-6602629924,AUID-22957010900
Elmer P. Dadios,Dennis S. Erasga,6602629924,36494107700,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-6602629924,AUID-36494107700
Elmer P. Dadios,Michael Bagui Ples,6602629924,55791389100,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-6602629924,AUID-55791389100
Elmer P. Dadios,Romeo Teruel,6602629924,57189090663,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-6602629924,AUID-57189090663
Elmer P. Dadios,Balintawak Sison-Gareza,6602629924,57189098333,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-6602629924,AUID-57189098333
Elmer P. Dadios,Ma Ellenita G. De Castro,6602629924,56572215100,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-6602629924,AUID-56572215100
Elmer P. Dadios,Julien L. Carandang,6602629924,56964328700,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-6602629924,AUID-56964328700
Laurence Gan Lim,Jose Santos R. Carandang VI,56042497700,6506715238,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-56042497700,AUID-6506715238
Laurence Gan Lim,Eric Camilo Punzalan,56042497700,57189091333,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-56042497700,AUID-57189091333
Laurence Gan Lim,Ma Luisa D. Enriquez,56042497700,22957010900,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-56042497700,AUID-22957010900
Laurence Gan Lim,Dennis S. Erasga,56042497700,36494107700,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-56042497700,AUID-36494107700
Laurence Gan Lim,Michael Bagui Ples,56042497700,55791389100,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-56042497700,AUID-55791389100
Laurence Gan Lim,Romeo Teruel,56042497700,57189090663,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-56042497700,AUID-57189090663
Laurence Gan Lim,Balintawak Sison-Gareza,56042497700,57189098333,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-56042497700,AUID-57189098333
Laurence Gan Lim,Ma Ellenita G. De Castro,56042497700,56572215100,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-56042497700,AUID-56572215100
Laurence Gan Lim,Julien L. Carandang,56042497700,56964328700,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-56042497700,AUID-56964328700
Jose Santos R. Carandang VI,Eric Camilo Punzalan,6506715238,57189091333,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-6506715238,AUID-57189091333
Jose Santos R. Carandang VI,Ma Luisa D. Enriquez,6506715238,22957010900,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-6506715238,AUID-22957010900
Jose Santos R. Carandang VI,Dennis S. Erasga,6506715238,36494107700,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-6506715238,AUID-36494107700
Jose Santos R. Carandang VI,Michael Bagui Ples,6506715238,55791389100,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-6506715238,AUID-55791389100
Jose Santos R. Carandang VI,Romeo Teruel,6506715238,57189090663,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-6506715238,AUID-57189090663
Jose Santos R. Carandang VI,Balintawak Sison-Gareza,6506715238,57189098333,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-6506715238,AUID-57189098333
Jose Santos R. Carandang VI,Ma Ellenita G. De Castro,6506715238,56572215100,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-6506715238,AUID-56572215100
Jose Santos R. Carandang VI,Julien L. Carandang,6506715238,56964328700,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-6506715238,AUID-56964328700
Eric Camilo Punzalan,Ma Luisa D. Enriquez,57189091333,22957010900,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-57189091333,AUID-22957010900
Eric Camilo Punzalan,Dennis S. Erasga,57189091333,36494107700,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-57189091333,AUID-36494107700
Eric Camilo Punzalan,Michael Bagui Ples,57189091333,55791389100,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-57189091333,AUID-55791389100
Eric Camilo Punzalan,Romeo Teruel,57189091333,57189090663,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-57189091333,AUID-57189090663
Eric Camilo Punzalan,Balintawak Sison-Gareza,57189091333,57189098333,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-57189091333,AUID-57189098333
Eric Camilo Punzalan,Ma Ellenita G. De Castro,57189091333,56572215100,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-57189091333,AUID-56572215100
Eric Camilo Punzalan,Julien L. Carandang,57189091333,56964328700,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-57189091333,AUID-56964328700
Ma Luisa D. Enriquez,Dennis S. Erasga,22957010900,36494107700,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-22957010900,AUID-36494107700
Ma Luisa D. Enriquez,Michael Bagui Ples,22957010900,55791389100,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-22957010900,AUID-55791389100
Ma Luisa D. Enriquez,Romeo Teruel,22957010900,57189090663,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-22957010900,AUID-57189090663
Ma Luisa D. Enriquez,Balintawak Sison-Gareza,22957010900,57189098333,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-22957010900,AUID-57189098333
Ma Luisa D. Enriquez,Ma Ellenita G. De Castro,22957010900,56572215100,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-22957010900,AUID-56572215100
Ma Luisa D. Enriquez,Julien L. Carandang,22957010900,56964328700,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-22957010900,AUID-56964328700
Dennis S. Erasga,Michael Bagui Ples,36494107700,55791389100,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-36494107700,AUID-55791389100
Dennis S. Erasga,Romeo Teruel,36494107700,57189090663,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-36494107700,AUID-57189090663
Dennis S. Erasga,Balintawak Sison-Gareza,36494107700,57189098333,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-36494107700,AUID-57189098333
Dennis S. Erasga,Ma Ellenita G. De Castro,36494107700,56572215100,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-36494107700,AUID-56572215100
Dennis S. Erasga,Julien L. Carandang,36494107700,56964328700,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-36494107700,AUID-56964328700
Michael Bagui Ples,Romeo Teruel,55791389100,57189090663,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-55791389100,AUID-57189090663
Michael Bagui Ples,Balintawak Sison-Gareza,55791389100,57189098333,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-55791389100,AUID-57189098333
Michael Bagui Ples,Ma Ellenita G. De Castro,55791389100,56572215100,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-55791389100,AUID-56572215100
Michael Bagui Ples,Julien L. Carandang,55791389100,56964328700,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-55791389100,AUID-56964328700
Romeo Teruel,Balintawak Sison-Gareza,57189090663,57189098333,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-57189090663,AUID-57189098333
Romeo Teruel,Ma Ellenita G. De Castro,57189090663,56572215100,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-57189090663,AUID-56572215100
Romeo Teruel,Julien L. Carandang,57189090663,56964328700,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-57189090663,AUID-56964328700
Balintawak Sison-Gareza,Ma Ellenita G. De Castro,57189098333,56572215100,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-57189098333,AUID-56572215100
Balintawak Sison-Gareza,Julien L. Carandang,57189098333,56964328700,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-57189098333,AUID-56964328700
Ma Ellenita G. De Castro,Julien L. Carandang,56572215100,56964328700,De La Salle University,De La Salle University,2017,nan,2-s2.0-85045333349,Engineering (all),ENGI,AUID-56572215100,AUID-56964328700
Alvin Y. Chua,Gil Nonato C. Santos,57194329774,54891531600,De La Salle University,De La Salle University,2017,nan,2-s2.0-85019709266,Materials Science (all); Mechanics of Materials; Mechanical Engineering,MATE; ENGI,AUID-57194329774,AUID-54891531600
Gliceria B. Ramos,Noel F. Alfonso,54975394100,55547290800,De La Salle University,De La Salle University,2017,nan,2-s2.0-85037098374,Reproductive Medicine; Animal Science and Zoology; Veterinary (all); Plant Science; Obstetrics and Gynecology,MEDI; AGRI; VETE,AUID-54975394100,AUID-55547290800
Gliceria B. Ramos,Glenn Gallego Oyong,54975394100,33368245300,De La Salle University,De La Salle University,2017,nan,2-s2.0-85037098374,Reproductive Medicine; Animal Science and Zoology; Veterinary (all); Plant Science; Obstetrics and Gynecology,MEDI; AGRI; VETE,AUID-54975394100,AUID-33368245300
Noel F. Alfonso,Glenn Gallego Oyong,55547290800,33368245300,De La Salle University,De La Salle University,2017,nan,2-s2.0-85037098374,Reproductive Medicine; Animal Science and Zoology; Veterinary (all); Plant Science; Obstetrics and Gynecology,MEDI; AGRI; VETE,AUID-55547290800,AUID-33368245300
Jason Maximino C. Ongpeng,Marcus Soberano,54387183600,57193700589,De La Salle University,De La Salle University,2017,nan,2-s2.0-85015887219,Computational Mechanics,ENGI,AUID-54387183600,AUID-57193700589
Jason Maximino C. Ongpeng,Andres Winston C. Oreta,54387183600,6602446235,De La Salle University,De La Salle University,2017,nan,2-s2.0-85015887219,Computational Mechanics,ENGI,AUID-54387183600,AUID-6602446235
Marcus Soberano,Andres Winston C. Oreta,57193700589,6602446235,De La Salle University,De La Salle University,2017,nan,2-s2.0-85015887219,Computational Mechanics,ENGI,AUID-57193700589,AUID-6602446235
John William F. Orillo,Coleen Dizon,55598575100,57196424064,De La Salle University,De La Salle University,2017,nan,2-s2.0-85032978547,Hardware and Architecture; Computer Networks and Communications; Electrical and Electronic Engineering,COMP; ENGI,AUID-55598575100,AUID-57196424064
Raymond R. Tan,Luis F. Razón,56962727300,6507015899,De La Salle University,De La Salle University,2017,nan,2-s2.0-85019423048,Chemical Engineering (all),CENG,AUID-56962727300,AUID-6507015899
Neil Stephen Lopez,Jose Bienvenido Manuel M. Biona,56770776600,21742187700,De La Salle University,De La Salle University,2017,nan,2-s2.0-85030793038,Chemical Engineering (all),CENG,AUID-56770776600,AUID-21742187700
Neil Stephen Lopez,Anthony Shun Fung Chiu,56770776600,57202363313,De La Salle University,De La Salle University,2017,nan,2-s2.0-85030793038,Chemical Engineering (all),CENG,AUID-56770776600,AUID-57202363313
Jose Bienvenido Manuel M. Biona,Anthony Shun Fung Chiu,21742187700,57202363313,De La Salle University,De La Salle University,2017,nan,2-s2.0-85030793038,Chemical Engineering (all),CENG,AUID-21742187700,AUID-57202363313
Christina D. Cayamanda,Raymond R. Tan,56362981000,56962727300,De La Salle University,De La Salle University,2017,nan,2-s2.0-85019646726,"Environmental Engineering; Environmental Chemistry; Management, Monitoring, Policy and Law",ENVI,AUID-56362981000,AUID-56962727300
Christina D. Cayamanda,Luis F. Razón,56362981000,6507015899,De La Salle University,De La Salle University,2017,nan,2-s2.0-85019646726,"Environmental Engineering; Environmental Chemistry; Management, Monitoring, Policy and Law",ENVI,AUID-56362981000,AUID-6507015899
Raymond R. Tan,Luis F. Razón,56962727300,6507015899,De La Salle University,De La Salle University,2017,nan,2-s2.0-85019646726,"Environmental Engineering; Environmental Chemistry; Management, Monitoring, Policy and Law",ENVI,AUID-56962727300,AUID-6507015899
Beatriz A. Belmonte,Raymond R. Tan,57192983316,56962727300,De La Salle University,De La Salle University,2017,nan,2-s2.0-85029175548,Energy (all),ENER,AUID-57192983316,AUID-56962727300
Glenn Gallego Oyong,Esperanza Chua Cabrera,33368245300,7006129606,De La Salle University,De La Salle University,2017,nan,2-s2.0-85037743770,Microbiology (medical); Infectious Diseases,MEDI,AUID-33368245300,AUID-7006129606
Donna Lyn Gloriane Labangon,May Laureno Cajes,57201118454,57192430750,De La Salle University,De La Salle University,2017,nan,2-s2.0-85043454712,Computer Science Applications; Library and Information Sciences,COMP; SOCI,AUID-57201118454,AUID-57192430750
Al Rey C. Villagracia,Gil Nonato C. Santos,54892039000,54891531600,De La Salle University,De La Salle University,2017,nan,2-s2.0-85019477063,Chemical Engineering (all),CENG,AUID-54892039000,AUID-54891531600
Gwen B. Castillon,Gil Nonato C. Santos,57194785219,54891531600,De La Salle University,De La Salle University,2017,nan,2-s2.0-85027345416,Materials Science (all); Condensed Matter Physics; Mechanics of Materials; Mechanical Engineering,MATE; PHYS; ENGI,AUID-57194785219,AUID-54891531600
Gwen B. Castillon,Alvin Y. Chua,57194785219,57194329774,De La Salle University,De La Salle University,2017,nan,2-s2.0-85027345416,Materials Science (all); Condensed Matter Physics; Mechanics of Materials; Mechanical Engineering,MATE; PHYS; ENGI,AUID-57194785219,AUID-57194329774
Gil Nonato C. Santos,Alvin Y. Chua,54891531600,57194329774,De La Salle University,De La Salle University,2017,nan,2-s2.0-85027345416,Materials Science (all); Condensed Matter Physics; Mechanics of Materials; Mechanical Engineering,MATE; PHYS; ENGI,AUID-54891531600,AUID-57194329774
J. F.D. Tapia,Michael Angelo B. Promentilla,55908103600,15045622100,De La Salle University,De La Salle University,2017,nan,2-s2.0-85019449963,Chemical Engineering (all),CENG,AUID-55908103600,AUID-15045622100
J. F.D. Tapia,Raymond R. Tan,55908103600,56962727300,De La Salle University,De La Salle University,2017,nan,2-s2.0-85019449963,Chemical Engineering (all),CENG,AUID-55908103600,AUID-56962727300
Michael Angelo B. Promentilla,Raymond R. Tan,15045622100,56962727300,De La Salle University,De La Salle University,2017,nan,2-s2.0-85019449963,Chemical Engineering (all),CENG,AUID-15045622100,AUID-56962727300
Michael Angelo B. Promentilla,Raymond R. Tan,15045622100,56962727300,De La Salle University,De La Salle University,2017,nan,2-s2.0-85029005162,"Environmental Engineering; Environmental Chemistry; Chemical Engineering (all); Safety, Risk, Reliability and Quality",ENVI; CENG; ENGI,AUID-15045622100,AUID-56962727300
Raymond R. Tan,Kathleen B. Aviso,56962727300,23491572600,De La Salle University,De La Salle University,2017,nan,2-s2.0-85029538947,Waste Management and Disposal; Economics and Econometrics,ENVI; ECON,AUID-56962727300,AUID-23491572600
Raymond R. Tan,Anthony Shun Fung Chiu,56962727300,57202363313,De La Salle University,De La Salle University,2017,nan,2-s2.0-85029538947,Waste Management and Disposal; Economics and Econometrics,ENVI; ECON,AUID-56962727300,AUID-57202363313
Raymond R. Tan,Michael Angelo B. Promentilla,56962727300,15045622100,De La Salle University,De La Salle University,2017,nan,2-s2.0-85029538947,Waste Management and Disposal; Economics and Econometrics,ENVI; ECON,AUID-56962727300,AUID-15045622100
Raymond R. Tan,Luis F. Razón,56962727300,6507015899,De La Salle University,De La Salle University,2017,nan,2-s2.0-85029538947,Waste Management and Disposal; Economics and Econometrics,ENVI; ECON,AUID-56962727300,AUID-6507015899
Raymond R. Tan,Krista Danielle Yu,56962727300,55817932500,De La Salle University,De La Salle University,2017,nan,2-s2.0-85029538947,Waste Management and Disposal; Economics and Econometrics,ENVI; ECON,AUID-56962727300,AUID-55817932500
Kathleen B. Aviso,Anthony Shun Fung Chiu,23491572600,57202363313,De La Salle University,De La Salle University,2017,nan,2-s2.0-85029538947,Waste Management and Disposal; Economics and Econometrics,ENVI; ECON,AUID-23491572600,AUID-57202363313
Kathleen B. Aviso,Michael Angelo B. Promentilla,23491572600,15045622100,De La Salle University,De La Salle University,2017,nan,2-s2.0-85029538947,Waste Management and Disposal; Economics and Econometrics,ENVI; ECON,AUID-23491572600,AUID-15045622100
Kathleen B. Aviso,Luis F. Razón,23491572600,6507015899,De La Salle University,De La Salle University,2017,nan,2-s2.0-85029538947,Waste Management and Disposal; Economics and Econometrics,ENVI; ECON,AUID-23491572600,AUID-6507015899
Kathleen B. Aviso,Krista Danielle Yu,23491572600,55817932500,De La Salle University,De La Salle University,2017,nan,2-s2.0-85029538947,Waste Management and Disposal; Economics and Econometrics,ENVI; ECON,AUID-23491572600,AUID-55817932500
Anthony Shun Fung Chiu,Michael Angelo B. Promentilla,57202363313,15045622100,De La Salle University,De La Salle University,2017,nan,2-s2.0-85029538947,Waste Management and Disposal; Economics and Econometrics,ENVI; ECON,AUID-57202363313,AUID-15045622100
Anthony Shun Fung Chiu,Luis F. Razón,57202363313,6507015899,De La Salle University,De La Salle University,2017,nan,2-s2.0-85029538947,Waste Management and Disposal; Economics and Econometrics,ENVI; ECON,AUID-57202363313,AUID-6507015899
Anthony Shun Fung Chiu,Krista Danielle Yu,57202363313,55817932500,De La Salle University,De La Salle University,2017,nan,2-s2.0-85029538947,Waste Management and Disposal; Economics and Econometrics,ENVI; ECON,AUID-57202363313,AUID-55817932500
Michael Angelo B. Promentilla,Luis F. Razón,15045622100,6507015899,De La Salle University,De La Salle University,2017,nan,2-s2.0-85029538947,Waste Management and Disposal; Economics and Econometrics,ENVI; ECON,AUID-15045622100,AUID-6507015899
Michael Angelo B. Promentilla,Krista Danielle Yu,15045622100,55817932500,De La Salle University,De La Salle University,2017,nan,2-s2.0-85029538947,Waste Management and Disposal; Economics and Econometrics,ENVI; ECON,AUID-15045622100,AUID-55817932500
Luis F. Razón,Krista Danielle Yu,6507015899,55817932500,De La Salle University,De La Salle University,2017,nan,2-s2.0-85029538947,Waste Management and Disposal; Economics and Econometrics,ENVI; ECON,AUID-6507015899,AUID-55817932500
Raymond R. Tan,Kathleen B. Aviso,56962727300,23491572600,De La Salle University,De La Salle University,2017,nan,2-s2.0-85030778786,Chemical Engineering (all),CENG,AUID-56962727300,AUID-23491572600
Kyaw Wunna,Joseph L. Auresenia,57194240503,6507238113,De La Salle University,De La Salle University,2017,nan,2-s2.0-85019473322,Chemical Engineering (all),CENG,AUID-57194240503,AUID-6507238113
