address,affiliation-name,city,country,dc:identifier,prism:url
"Forvie Site, University of Cambridge School of Clinical Medicine, Cambridge Biomedical Campus",Cambridge Institute of Public Health,Cambridge,United Kingdom,AFFILIATION_ID:60009587,https://api.elsevier.com/content/affiliation/affiliation_id/60009587
,University of Limerick,Limerick,Ireland,AFFILIATION_ID:60009602,https://api.elsevier.com/content/affiliation/affiliation_id/60009602
"Via Olgettina, 58",Università Vita-Salute San Raffaele,Milan,Italy,AFFILIATION_ID:60009622,https://api.elsevier.com/content/affiliation/affiliation_id/60009622
1333 W. Washington,Tarleton State University,Stephenville,United States,AFFILIATION_ID:60009652,https://api.elsevier.com/content/affiliation/affiliation_id/60009652
,Centre Hospitalier de L'Universite de Montreal,,Canada,AFFILIATION_ID:60009657,https://api.elsevier.com/content/affiliation/affiliation_id/60009657
Juan de Quesada 30,Universidad de Las Palmas de Gran Canaria,Las Palmas de Gran Canaria,Spain,AFFILIATION_ID:60009669,https://api.elsevier.com/content/affiliation/affiliation_id/60009669
,Hopital Trousseau,Tours,France,AFFILIATION_ID:60009686,https://api.elsevier.com/content/affiliation/affiliation_id/60009686
66 Chancellors Circle,University of Manitoba,Winnipeg,Canada,AFFILIATION_ID:60009697,https://api.elsevier.com/content/affiliation/affiliation_id/60009697
Profesor Albareda 1,CSIC - Estación Experimental del Zaidín (EEZ),Granada,Spain,AFFILIATION_ID:60009708,https://api.elsevier.com/content/affiliation/affiliation_id/60009708
"1-1 Hongo 2-Chome, Bunkyo-Ku",Juntendo University School of Medicine,Tokyo,Japan,AFFILIATION_ID:60009740,https://api.elsevier.com/content/affiliation/affiliation_id/60009740
Blanco Encalada N 1543,Instituto Cardiovascular de Buenos Aires,Buenos Aires,Argentina,AFFILIATION_ID:60009741,https://api.elsevier.com/content/affiliation/affiliation_id/60009741
,Ege University Medical School,Izmir,Turkey,AFFILIATION_ID:60009761,https://api.elsevier.com/content/affiliation/affiliation_id/60009761
6 Volodarskogo Street,Tyumen State University,Tyumen,Russian Federation,AFFILIATION_ID:60009789,https://api.elsevier.com/content/affiliation/affiliation_id/60009789
Ansari Nagar,"All India Institute of Medical Sciences, New Delhi",New Delhi,India,AFFILIATION_ID:60009790,https://api.elsevier.com/content/affiliation/affiliation_id/60009790
222 Richmond Street,The Warren Alpert Medical School,Providence,United States,AFFILIATION_ID:60009796,https://api.elsevier.com/content/affiliation/affiliation_id/60009796
Dubravska cesta 9,Institute of Informatics Slovak Academy of Sciences,Bratislava,Slovakia,AFFILIATION_ID:60009799,https://api.elsevier.com/content/affiliation/affiliation_id/60009799
"680 gukchaebosang-ro, Jung-gu",Kyungpook National University School of Medicine,Daegu,South Korea,AFFILIATION_ID:60009801,https://api.elsevier.com/content/affiliation/affiliation_id/60009801
88 West Anning Road,Lanzhou Jiaotong University,Lanzhou,China,AFFILIATION_ID:60009806,https://api.elsevier.com/content/affiliation/affiliation_id/60009806
"1-28-1 Tamazutsumi, Setagaya-ku",Tokyo City University,Tokyo,Japan,AFFILIATION_ID:60009824,https://api.elsevier.com/content/affiliation/affiliation_id/60009824
2-24 Shinkura-cho,Tokushima University,Tokushima,Japan,AFFILIATION_ID:60009852,https://api.elsevier.com/content/affiliation/affiliation_id/60009852
"220 Handan Rd., Yangpu District",Fudan University,Shanghai,China,AFFILIATION_ID:60009860,https://api.elsevier.com/content/affiliation/affiliation_id/60009860
4200 E. Ninth Avenue,University of Colorado Health Sciences Center,Denver,United States,AFFILIATION_ID:60009866,https://api.elsevier.com/content/affiliation/affiliation_id/60009866
"1117 Kitakaname, Hiratsuka",Tokai University,Hiratsuka,Japan,AFFILIATION_ID:60009885,https://api.elsevier.com/content/affiliation/affiliation_id/60009885
184 Rue du Faubourg Saint-Antoine,Hôpital Saint-Antoine,Paris,France,AFFILIATION_ID:60009907,https://api.elsevier.com/content/affiliation/affiliation_id/60009907
Gottlieb-Daimler-Strasse,Technische Universität Kaiserslautern,Kaiserslautern,Germany,AFFILIATION_ID:60009941,https://api.elsevier.com/content/affiliation/affiliation_id/60009941
"375 Seoseok-dong, Dong-gu",Chosun University,Gwangju,South Korea,AFFILIATION_ID:60009950,https://api.elsevier.com/content/affiliation/affiliation_id/60009950
24 rue Micheli-du-Crest,Hôpitaux universitaires de Genève,Geneva,Switzerland,AFFILIATION_ID:60009963,https://api.elsevier.com/content/affiliation/affiliation_id/60009963
"Forum 1, Novartis Campus",Novartis International AG,Basel,Switzerland,AFFILIATION_ID:60009968,https://api.elsevier.com/content/affiliation/affiliation_id/60009968
,Monterey Bay Aquarium,Monterey,United States,AFFILIATION_ID:60009970,https://api.elsevier.com/content/affiliation/affiliation_id/60009970
Massachusetts Hall,Harvard University,Cambridge,United States,AFFILIATION_ID:60009982,https://api.elsevier.com/content/affiliation/affiliation_id/60009982
P O Box 582,NECSA,Pretoria,South Africa,AFFILIATION_ID:60009998,https://api.elsevier.com/content/affiliation/affiliation_id/60009998
35 Keyan Road,National Health Research Institutes Taiwan,Zhunan,Taiwan,AFFILIATION_ID:60010037,https://api.elsevier.com/content/affiliation/affiliation_id/60010037
,University of Arizona,Tucson,United States,AFFILIATION_ID:60010065,https://api.elsevier.com/content/affiliation/affiliation_id/60010065
,National Center for Immunization and Respiratory Diseases,,United States,AFFILIATION_ID:60010078,https://api.elsevier.com/content/affiliation/affiliation_id/60010078
,Asian Institute of Technology Thailand,Bangkok,Thailand,AFFILIATION_ID:60010105,https://api.elsevier.com/content/affiliation/affiliation_id/60010105
Piazza Università 21,Università degli Studi di Sassari,Sassari,Italy,AFFILIATION_ID:60010110,https://api.elsevier.com/content/affiliation/affiliation_id/60010110
68 Shahid Tajuddin Ahmed Sharani Mohakhali,International Centre for Diarrhoeal Disease Research Bangladesh,Dhaka,Bangladesh,AFFILIATION_ID:60010123,https://api.elsevier.com/content/affiliation/affiliation_id/60010123
Piazza Università 2,Università degli Studi di Catania,Catania,Italy,AFFILIATION_ID:60010146,https://api.elsevier.com/content/affiliation/affiliation_id/60010146
8-2 Trubetskaya Street,Sechenov First Moscow State Medical University,Moscow,Russian Federation,AFFILIATION_ID:60010188,https://api.elsevier.com/content/affiliation/affiliation_id/60010188
"451 Nanakuma 7-Chome, Jonan-Ku",Fukuoka University School of Medicine,Fukuoka,Japan,AFFILIATION_ID:60010241,https://api.elsevier.com/content/affiliation/affiliation_id/60010241
Avenue Molière,Hopital de Hautepierre,Strasbourg,France,AFFILIATION_ID:60010247,https://api.elsevier.com/content/affiliation/affiliation_id/60010247
One Brookings Drive,Washington University in St. Louis,St. Louis,United States,AFFILIATION_ID:60010261,https://api.elsevier.com/content/affiliation/affiliation_id/60010261
Nahdet Misr Street,Cairo University,Cairo,Egypt,AFFILIATION_ID:60010294,https://api.elsevier.com/content/affiliation/affiliation_id/60010294
PO Box 913,Dunedin School of Medicine,Dunedin,New Zealand,AFFILIATION_ID:60010296,https://api.elsevier.com/content/affiliation/affiliation_id/60010296
,University of Colorado at Denver,Denver,United States,AFFILIATION_ID:60010307,https://api.elsevier.com/content/affiliation/affiliation_id/60010307
Stefanikova 49,Slovak Academy of Sciences,Bratislava,Slovakia,AFFILIATION_ID:60010330,https://api.elsevier.com/content/affiliation/affiliation_id/60010330
Boks 1072 Blindern,Universitetet i Oslo,Oslo,Norway,AFFILIATION_ID:60010348,https://api.elsevier.com/content/affiliation/affiliation_id/60010348
50 Charlton Avenue East,St. Joseph's Healthcare Hamilton,Hamilton,Canada,AFFILIATION_ID:60010363,https://api.elsevier.com/content/affiliation/affiliation_id/60010363
2329 West Mall Vancouver,The University of British Columbia,Vancouver,Canada,AFFILIATION_ID:60010365,https://api.elsevier.com/content/affiliation/affiliation_id/60010365
,Cork University Hospital,Cork,Ireland,AFFILIATION_ID:60010410,https://api.elsevier.com/content/affiliation/affiliation_id/60010410
4-101 Minami-koyama-cho,Tottori University,Tottori,Japan,AFFILIATION_ID:60010414,https://api.elsevier.com/content/affiliation/affiliation_id/60010414
"2421 Oaza-Suya, Nishigoshimachi,Kikuchi-gun","Kyushu Okinawa Agricultural Research Center, NARO",Kumamoto,Japan,AFFILIATION_ID:60010429,https://api.elsevier.com/content/affiliation/affiliation_id/60010429
3300 Gallows Road,Inova Fairfax Hospital,Falls Church,United States,AFFILIATION_ID:60010459,https://api.elsevier.com/content/affiliation/affiliation_id/60010459
,Samsung Group,Suwon,South Korea,AFFILIATION_ID:60010484,https://api.elsevier.com/content/affiliation/affiliation_id/60010484
40 Macquarie Street,Tasmanian Herbarium,Hobart,Australia,AFFILIATION_ID:60010488,https://api.elsevier.com/content/affiliation/affiliation_id/60010488
P.O. Box 1848,University of Mississippi,University,United States,AFFILIATION_ID:60010491,https://api.elsevier.com/content/affiliation/affiliation_id/60010491
,University of KwaZulu-Natal,Durban,South Africa,AFFILIATION_ID:60010499,https://api.elsevier.com/content/affiliation/affiliation_id/60010499
Scherfigsvej 8,WHO Regional Office for Europe,Copenhagen,Denmark,AFFILIATION_ID:60010502,https://api.elsevier.com/content/affiliation/affiliation_id/60010502
Huanghe South Street,Shenyang Medical College,Shenyang,China,AFFILIATION_ID:60010518,https://api.elsevier.com/content/affiliation/affiliation_id/60010518
1015 Arlington Street,National Microbiology Laboratory,Winnipeg,Canada,AFFILIATION_ID:60010548,https://api.elsevier.com/content/affiliation/affiliation_id/60010548
Zand Avenue,Namazi Hospital,Shiraz,Iran,AFFILIATION_ID:60010550,https://api.elsevier.com/content/affiliation/affiliation_id/60010550
University Drive,"University of Newcastle, Australia",Callaghan,Australia,AFFILIATION_ID:60010571,https://api.elsevier.com/content/affiliation/affiliation_id/60010571
8 University Avenue,China Three Gorges University,Yichang,China,AFFILIATION_ID:60010580,https://api.elsevier.com/content/affiliation/affiliation_id/60010580
Albert-Einstein-Allee 5,Universität Ulm,Ulm,Germany,AFFILIATION_ID:60010586,https://api.elsevier.com/content/affiliation/affiliation_id/60010586
Gorbachev Rd,"Vellore Institute of Technology, Vellore",Vellore,India,AFFILIATION_ID:60010618,https://api.elsevier.com/content/affiliation/affiliation_id/60010618
,Instituto de Fomento Pesquero,Valparaiso,Chile,AFFILIATION_ID:60010652,https://api.elsevier.com/content/affiliation/affiliation_id/60010652
,Australian Catholic University,"North Sydney, NSW",Australia,AFFILIATION_ID:60010679,https://api.elsevier.com/content/affiliation/affiliation_id/60010679
St. Dunstan's Road,National Heart and Lung Institute,London,United Kingdom,AFFILIATION_ID:60010719,https://api.elsevier.com/content/affiliation/affiliation_id/60010719
350 Minemachi,Utsunomiya University,Utsunomiya,Japan,AFFILIATION_ID:60010742,https://api.elsevier.com/content/affiliation/affiliation_id/60010742
Juan Badiano No. 1,Instituto Nacional de Cardiologia Ignacio Chavez,Tlalpan,Mexico,AFFILIATION_ID:60010748,https://api.elsevier.com/content/affiliation/affiliation_id/60010748
Ruta Nacionale 5 y Avenida Constitucion,Universidad Nacional de Lujan,Lujan,Argentina,AFFILIATION_ID:60010749,https://api.elsevier.com/content/affiliation/affiliation_id/60010749
,Dartmouth College,Hanover,United States,AFFILIATION_ID:60010756,https://api.elsevier.com/content/affiliation/affiliation_id/60010756
Private Bag X3,Tygerberg Hospital,Tygerberg,South Africa,AFFILIATION_ID:60010788,https://api.elsevier.com/content/affiliation/affiliation_id/60010788
P.M.B. 1096,Ahmadu Bello University,Zaria,Nigeria,AFFILIATION_ID:60010799,https://api.elsevier.com/content/affiliation/affiliation_id/60010799
3601 Spruce Street,The Wistar Institute,Philadelphia,United States,AFFILIATION_ID:60010803,https://api.elsevier.com/content/affiliation/affiliation_id/60010803
CT2 7NZ,University of Kent,Canterbury,United Kingdom,AFFILIATION_ID:60010818,https://api.elsevier.com/content/affiliation/affiliation_id/60010818
3-1-24 Matsuyama,"The Research Institute of Tuberculosis, Japan Anti-Tuberculosis Association",Kiyose,Japan,AFFILIATION_ID:60010834,https://api.elsevier.com/content/affiliation/affiliation_id/60010834
3-9-1 Bunkyo,University of Fukui,Fukui,Japan,AFFILIATION_ID:60010848,https://api.elsevier.com/content/affiliation/affiliation_id/60010848
1 Xikang Road,Hohai University,Nanjing,China,AFFILIATION_ID:60010851,https://api.elsevier.com/content/affiliation/affiliation_id/60010851
Lydiard Street South,Federation University Australia,Ballarat,Australia,AFFILIATION_ID:60010859,https://api.elsevier.com/content/affiliation/affiliation_id/60010859
1151 Richmond Street,Western University,London,Canada,AFFILIATION_ID:60010884,https://api.elsevier.com/content/affiliation/affiliation_id/60010884
"Zarifa Farm, Kachawa Road","ICAR - Central Soil Salinity Research Institute, Karnal",Karnal,India,AFFILIATION_ID:60010907,https://api.elsevier.com/content/affiliation/affiliation_id/60010907
Private Bag X3,"University of Cape Town, Faculty of Health Sciences",Cape Town,South Africa,AFFILIATION_ID:60010932,https://api.elsevier.com/content/affiliation/affiliation_id/60010932
,Eastern Health,,Australia,AFFILIATION_ID:60010945,https://api.elsevier.com/content/affiliation/affiliation_id/60010945
,UniversitätsSpital Bern,Bern,Switzerland,AFFILIATION_ID:60010987,https://api.elsevier.com/content/affiliation/affiliation_id/60010987
"3-9 Fukuura, Kanazawa-Ku",Yokohama City University School of Medicine,Yokohama,Japan,AFFILIATION_ID:60010998,https://api.elsevier.com/content/affiliation/affiliation_id/60010998
Yoshida-Honmachi,Kyoto University,Kyoto,Japan,AFFILIATION_ID:60011001,https://api.elsevier.com/content/affiliation/affiliation_id/60011001
2 George Street,Queensland University of Technology QUT,Brisbane,Australia,AFFILIATION_ID:60011019,https://api.elsevier.com/content/affiliation/affiliation_id/60011019
,Obafemi Awolowo University,Ife,Nigeria,AFFILIATION_ID:60011031,https://api.elsevier.com/content/affiliation/affiliation_id/60011031
PO BOX 1425,University Hospital of Larissa,Larisa,Greece,AFFILIATION_ID:60011038,https://api.elsevier.com/content/affiliation/affiliation_id/60011038
744 Motooka Nishi-ku,Kyushu University,Fukuoka,Japan,AFFILIATION_ID:60011047,https://api.elsevier.com/content/affiliation/affiliation_id/60011047
"28, Sec. 2, Academia Road, Nangang","Academia Sinica, Institute of Earth Sciences",Taipei,Taiwan,AFFILIATION_ID:60011081,https://api.elsevier.com/content/affiliation/affiliation_id/60011081
"Melchor Fernández Almagro, 3",Centro Nacional de Investigaciones Cardiovasculares Carlos III,Madrid,Spain,AFFILIATION_ID:60011100,https://api.elsevier.com/content/affiliation/affiliation_id/60011100
,Ohio University,Athens,United States,AFFILIATION_ID:60011132,https://api.elsevier.com/content/affiliation/affiliation_id/60011132
College Green,Trinity College Dublin,Dublin,Ireland,AFFILIATION_ID:60011149,https://api.elsevier.com/content/affiliation/affiliation_id/60011149
Kalevantie 4,Tampereen Yliopisto,Tampere,Finland,AFFILIATION_ID:60011170,https://api.elsevier.com/content/affiliation/affiliation_id/60011170
12 Marine Lines,Bombay Hospital and Medical Research Centre,Mumbai,India,AFFILIATION_ID:60011172,https://api.elsevier.com/content/affiliation/affiliation_id/60011172
,"Faculty of Medicine, Siriraj Hospital, Mahidol University",,Thailand,AFFILIATION_ID:60011189,https://api.elsevier.com/content/affiliation/affiliation_id/60011189
P.O. Box 22. Thammasat-Rangsit PO,"Sirindhorn International Institute of Technology, Thammasat University",Patum Thani,Thailand,AFFILIATION_ID:60011220,https://api.elsevier.com/content/affiliation/affiliation_id/60011220
60 Erh-Jen Road Section1 Jen-Te,Chia-Nan University of Pharmacy and Science Taiwan,Tainan,Taiwan,AFFILIATION_ID:60011234,https://api.elsevier.com/content/affiliation/affiliation_id/60011234
1 Naka 2-chome,Hitotsubashi University,Kunitachi,Japan,AFFILIATION_ID:60011263,https://api.elsevier.com/content/affiliation/affiliation_id/60011263
Monseñor Álvaro del Portillo 12.455 Las Condes,"Universidad de los Andes, Chile",Santiago,Chile,AFFILIATION_ID:60011284,https://api.elsevier.com/content/affiliation/affiliation_id/60011284
"Piazza carlo Forlanin, 1",Azienda Ospedaliera San Camillo Forlanini,Rome,Italy,AFFILIATION_ID:60011296,https://api.elsevier.com/content/affiliation/affiliation_id/60011296
Witellikerstrasse 40,Klinik Hirslanden,Zurich,Switzerland,AFFILIATION_ID:60011298,https://api.elsevier.com/content/affiliation/affiliation_id/60011298
Avenida Universidad 2001,Instituto de Biotecnología de la UNAM,Cuernavaca,Mexico,AFFILIATION_ID:60011300,https://api.elsevier.com/content/affiliation/affiliation_id/60011300
15 Delaporta Street,Heraklion University Hospital,Heraklion,Greece,AFFILIATION_ID:60011303,https://api.elsevier.com/content/affiliation/affiliation_id/60011303
Hoofdstraat 24,Louis Bolk Institute - LBI,Driebergen,Netherlands,AFFILIATION_ID:60011320,https://api.elsevier.com/content/affiliation/affiliation_id/60011320
12201 Sunrise Valley Drive,United States Geological Survey,Reston,United States,AFFILIATION_ID:60011347,https://api.elsevier.com/content/affiliation/affiliation_id/60011347
Via L. Taddei 4,European Society for Medical Oncology,Viganello,Switzerland,AFFILIATION_ID:60011352,https://api.elsevier.com/content/affiliation/affiliation_id/60011352
70 Lien-hai Road,National Sun Yat-Sen University Taiwan,Kaohsiung,Taiwan,AFFILIATION_ID:60011357,https://api.elsevier.com/content/affiliation/affiliation_id/60011357
"Anker Engelunds Vej 1, Building 101A  2800 Kgs",Danmarks Tekniske Universitet,Lyngby,Denmark,AFFILIATION_ID:60011373,https://api.elsevier.com/content/affiliation/affiliation_id/60011373
Spitalgasse 23,Medizinische Universitat Wien,Vienna,Austria,AFFILIATION_ID:60011394,https://api.elsevier.com/content/affiliation/affiliation_id/60011394
100 Institute Road,Worcester Polytechnic Institute,Worcester,United States,AFFILIATION_ID:60011410,https://api.elsevier.com/content/affiliation/affiliation_id/60011410
"1-1 Rokkodai-cho, Nada-ku",Kobe University,Kobe,Japan,AFFILIATION_ID:60011418,https://api.elsevier.com/content/affiliation/affiliation_id/60011418
Central Park West at 79th Street,American Museum of Natural History,New York,United States,AFFILIATION_ID:60011425,https://api.elsevier.com/content/affiliation/affiliation_id/60011425
"4400 MLK Blvd.,",Lamar University,Beaumont,United States,AFFILIATION_ID:60011442,https://api.elsevier.com/content/affiliation/affiliation_id/60011442
"Page-Robinson Hall, 69 Brown Street",Brown University,Providence,United States,AFFILIATION_ID:60011460,https://api.elsevier.com/content/affiliation/affiliation_id/60011460
Camino de Vera,Universitat Politècnica de València,Valencia,Spain,AFFILIATION_ID:60011476,https://api.elsevier.com/content/affiliation/affiliation_id/60011476
1475 N.W. 12th Avenue,"University of Miami, Sylvester Comprehensive Cancer Center",Miami,United States,AFFILIATION_ID:60011479,https://api.elsevier.com/content/affiliation/affiliation_id/60011479
4600 Rickenbacker Causeway,Rosenstiel School of Marine and Atmospheric Science,Miami,United States,AFFILIATION_ID:60011484,https://api.elsevier.com/content/affiliation/affiliation_id/60011484
"33-1 Shiba, 5-Chome","Morinaga Milk Industry Co., Ltd.",Tokyo,Japan,AFFILIATION_ID:60011494,https://api.elsevier.com/content/affiliation/affiliation_id/60011494
Strand,King's College London,London,United Kingdom,AFFILIATION_ID:60011520,https://api.elsevier.com/content/affiliation/affiliation_id/60011520
3333 University Way,University of Northern British Columbia,Prince George,Canada,AFFILIATION_ID:60011550,https://api.elsevier.com/content/affiliation/affiliation_id/60011550
1600 Ken Thompson Parkway,Center for Shark Research,Sarasota,United States,AFFILIATION_ID:60011552,https://api.elsevier.com/content/affiliation/affiliation_id/60011552
,"Chungbuk National University, College of Medicine",Cheongju,South Korea,AFFILIATION_ID:60011569,https://api.elsevier.com/content/affiliation/affiliation_id/60011569
Piazza Pugliatti 1,Università degli Studi di Messina,Messina,Italy,AFFILIATION_ID:60011576,https://api.elsevier.com/content/affiliation/affiliation_id/60011576
Strasse des 17. Juni 135,Technical University of Berlin,Berlin,Germany,AFFILIATION_ID:60011604,https://api.elsevier.com/content/affiliation/affiliation_id/60011604
40 Ruskin Street,University of Ottawa Heart Institute,Ottawa,Canada,AFFILIATION_ID:60011635,https://api.elsevier.com/content/affiliation/affiliation_id/60011635
Northfields Avenue,University of Wollongong,Wollongong,Australia,AFFILIATION_ID:60011664,https://api.elsevier.com/content/affiliation/affiliation_id/60011664
414 E Clark,"University of South Dakota, Sanford School of Medicine",Vermillion,United States,AFFILIATION_ID:60011677,https://api.elsevier.com/content/affiliation/affiliation_id/60011677
"149-1 Dongsam-dong, Yeongdo-gu",Kosin University,Busan,South Korea,AFFILIATION_ID:60011679,https://api.elsevier.com/content/affiliation/affiliation_id/60011679
Private Bag 92024,Auckland City Hospital,Auckland,New Zealand,AFFILIATION_ID:60011750,https://api.elsevier.com/content/affiliation/affiliation_id/60011750
,Auburn University,Auburn,United States,AFFILIATION_ID:60011754,https://api.elsevier.com/content/affiliation/affiliation_id/60011754
2 Sheba Rd,Chaim Sheba Medical Center Israel,Tel Aviv-Yafo,Israel,AFFILIATION_ID:60011766,https://api.elsevier.com/content/affiliation/affiliation_id/60011766
,The Marine Mammal Center,Sausalito,United States,AFFILIATION_ID:60011772,https://api.elsevier.com/content/affiliation/affiliation_id/60011772
Feixa Llarga,Hospital Universitari de Bellvitge,Barcelona,Spain,AFFILIATION_ID:60011805,https://api.elsevier.com/content/affiliation/affiliation_id/60011805
2500 Boulevard de l'Université,Université de Sherbrooke,Sherbrooke,Canada,AFFILIATION_ID:60011832,https://api.elsevier.com/content/affiliation/affiliation_id/60011832
1-14 Bunkyo-machi,Nagasaki University,Nagasaki,Japan,AFFILIATION_ID:60011846,https://api.elsevier.com/content/affiliation/affiliation_id/60011846
1545 Atlantic Avenue,Interfaith Medical Center,New York,United States,AFFILIATION_ID:60011872,https://api.elsevier.com/content/affiliation/affiliation_id/60011872
"599-1 Daeyeon3-dong, Nam-gu",Pukyong National University,Busan,South Korea,AFFILIATION_ID:60011883,https://api.elsevier.com/content/affiliation/affiliation_id/60011883
Universitatsring 15,Universitat Trier,Trier,Germany,AFFILIATION_ID:60011891,https://api.elsevier.com/content/affiliation/affiliation_id/60011891
"Postboks 4404, Nydalen",Norwegian Institute of Public Health,Oslo,Norway,AFFILIATION_ID:60011916,https://api.elsevier.com/content/affiliation/affiliation_id/60011916
600 Highland Ave.K5/601,University of Wisconsin Paul P. Carbone Comprehensive Cancer Center,Madison,United States,AFFILIATION_ID:60011940,https://api.elsevier.com/content/affiliation/affiliation_id/60011940
Military Road,Southern Cross University,Lismore,Australia,AFFILIATION_ID:60011941,https://api.elsevier.com/content/affiliation/affiliation_id/60011941
"113 Thailand Science Park,  Phahonyothin Road Khlong Nueng, Khlong Luang",Thailand National Center for Genetic Engineering and Biotechnology,Patum Thani,Thailand,AFFILIATION_ID:60011947,https://api.elsevier.com/content/affiliation/affiliation_id/60011947
,University of Alaska Fairbanks,Fairbanks,United States,AFFILIATION_ID:60011976,https://api.elsevier.com/content/affiliation/affiliation_id/60011976
200 Lothrop St.,University of Pittsburgh Medical Center,Pittsburgh,United States,AFFILIATION_ID:60012018,https://api.elsevier.com/content/affiliation/affiliation_id/60012018
"60, El Gomhoria Street",Mansoura University,Mansoura,Egypt,AFFILIATION_ID:60012022,https://api.elsevier.com/content/affiliation/affiliation_id/60012022
2500 California Plaza,Creighton University,Omaha,United States,AFFILIATION_ID:60012028,https://api.elsevier.com/content/affiliation/affiliation_id/60012028
,Universidad de la Frontera,Temuco,Chile,AFFILIATION_ID:60012035,https://api.elsevier.com/content/affiliation/affiliation_id/60012035
,University of Leeds,Leeds,United Kingdom,AFFILIATION_ID:60012070,https://api.elsevier.com/content/affiliation/affiliation_id/60012070
Soseaua Fundeni Nr. 252,Institutul Oncologic Prof. Dr. Alexandru Trestioreanu Bucuresti,Bucharest,,AFFILIATION_ID:60012117,https://api.elsevier.com/content/affiliation/affiliation_id/60012117
2401 S. 31st St.,Scott and White,Temple,United States,AFFILIATION_ID:60012172,https://api.elsevier.com/content/affiliation/affiliation_id/60012172
"Cornhill Road, Foresterhill",Aberdeen Maternity Hospital,Aberdeen,United Kingdom,AFFILIATION_ID:60012192,https://api.elsevier.com/content/affiliation/affiliation_id/60012192
Whiteknights,University of Reading,Reading,United Kingdom,AFFILIATION_ID:60012197,https://api.elsevier.com/content/affiliation/affiliation_id/60012197
Private Bag 1015,South African Institute for Aquatic Biodiversity,Grahamstown,South Africa,AFFILIATION_ID:60012233,https://api.elsevier.com/content/affiliation/affiliation_id/60012233
100 Shi-chuan 1st Road,Kaohsiung Medical University,Kaohsiung,Taiwan,AFFILIATION_ID:60012256,https://api.elsevier.com/content/affiliation/affiliation_id/60012256
"Via Verdi, 8",Università degli Studi di Torino,Turin,Italy,AFFILIATION_ID:60012259,https://api.elsevier.com/content/affiliation/affiliation_id/60012259
Inhoffenstraße 7,Helmholtz Centre for Infection Research (HZI),Braunschweig,Germany,AFFILIATION_ID:60012279,https://api.elsevier.com/content/affiliation/affiliation_id/60012279
800 N. Lindbergh Blvd.,Monsanto Company,St. Louis,United States,AFFILIATION_ID:60012286,https://api.elsevier.com/content/affiliation/affiliation_id/60012286
El. Venizelou 70,Harokopio University,Athens,Greece,AFFILIATION_ID:60012296,https://api.elsevier.com/content/affiliation/affiliation_id/60012296
"Piazza dell'Ateneo Nuovo, 1",University of Milano - Bicocca,Milan,Italy,AFFILIATION_ID:60012306,https://api.elsevier.com/content/affiliation/affiliation_id/60012306
,Karolinska Institutet,Stockholm,Sweden,AFFILIATION_ID:60012311,https://api.elsevier.com/content/affiliation/affiliation_id/60012311
1585 East 13th Avenue,University of Oregon,Eugene,United States,AFFILIATION_ID:60012317,https://api.elsevier.com/content/affiliation/affiliation_id/60012317
Capa - Fatih,Istanbul Üniversitesi Tıp Fakültesi,Istanbul,Turkey,AFFILIATION_ID:60012324,https://api.elsevier.com/content/affiliation/affiliation_id/60012324
7 Ridgmount Street,The Institute for Fiscal Studies,London,United Kingdom,AFFILIATION_ID:60012327,https://api.elsevier.com/content/affiliation/affiliation_id/60012327
,CHU de Lyon,Lyon,France,AFFILIATION_ID:60012357,https://api.elsevier.com/content/affiliation/affiliation_id/60012357
1001 Ta Hsueh Road,National Chiao Tung University Taiwan,Hsinchu,Taiwan,AFFILIATION_ID:60012370,https://api.elsevier.com/content/affiliation/affiliation_id/60012370
Marii Skłodowskiej-Curie 3A,Gdanski Uniwersytet Medyczny,Gdańsk,Poland,AFFILIATION_ID:60012383,https://api.elsevier.com/content/affiliation/affiliation_id/60012383
P.O. Box 3965,Georgia State University,Atlanta,United States,AFFILIATION_ID:60012387,https://api.elsevier.com/content/affiliation/affiliation_id/60012387
1 Chung-hsiao East Road Section 3,National Taipei University of Technology,Taipei,Taiwan,AFFILIATION_ID:60012392,https://api.elsevier.com/content/affiliation/affiliation_id/60012392
Ratzeburger Allee 160,Universität zu Lübeck,Lübeck,Germany,AFFILIATION_ID:60012408,https://api.elsevier.com/content/affiliation/affiliation_id/60012408
San Clemente 12,Hospital Arnau de Vilanova,Valencia,Spain,AFFILIATION_ID:60012447,https://api.elsevier.com/content/affiliation/affiliation_id/60012447
"Profesor Zañartu #1085, Comuna de Independencia",Hospital de Niños Robeto del Rio,Santiago,Chile,AFFILIATION_ID:60012467,https://api.elsevier.com/content/affiliation/affiliation_id/60012467
401 Sunset Avenue,University of Windsor,Windsor,Canada,AFFILIATION_ID:60012468,https://api.elsevier.com/content/affiliation/affiliation_id/60012468
Passeig Vall d'Hebron 119-129,Hospital Universitari Vall d'Hebron,Barcelona,Spain,AFFILIATION_ID:60012486,https://api.elsevier.com/content/affiliation/affiliation_id/60012486
Beckett Street,Leeds Teaching Hospitals NHS Trust,Leeds,United Kingdom,AFFILIATION_ID:60012508,https://api.elsevier.com/content/affiliation/affiliation_id/60012508
1200 Herman Pressler,University of Texas School of Public Health,Houston,United States,AFFILIATION_ID:60012516,https://api.elsevier.com/content/affiliation/affiliation_id/60012516
